Date,Plated,Phage_Strain,Inoculum,Rep,Timepoint,Counts,Dilution,Titer,MannNormal,MannMutant,CountsOn19A,DilutionOn19A,TiterOn19A,Notes,,,,,,,,,,,
20190227,Coculture,28.11,Hi,1,8,112,2,1.12E+05,112,0,NA,NA,NA,First day started plating on Tmann and there are already mannose mutants,,,,,,,,,,,
20190227,Coculture,28.11,Hi,2,8,70,1,7.00E+03,70,0,NA,NA,NA,First day started plating on Tmann and there are already mannose mutants,,,,,,,,,,,
20190227,Coculture,28.11,Hi,3,8,0,4,0.00E+00,0,0,NA,NA,NA,First day started plating on Tmann and there are already mannose mutants,,,,,,,,,,,
20190228,Lysate,cI26,Lo,1,9,28,4,1.40E+08,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,cI26,Lo,2,9,17,3,8.50E+06,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,cI26,Lo,3,9,4,4,2.00E+07,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,cI26,Hi,1,9,15,2,7.50E+05,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,cI26,Hi,2,9,29,3,1.45E+07,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,cI26,Hi,3,9,13,4,6.50E+07,NA,NA,0,0,0,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,28.11,Lo,1,9,0,0,0.00E+00,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day. Because there are still no phage in undiluted lysate starting to think they are extinct here,,,,,,,,,,,
20190228,Lysate,28.11,Lo,2,9,6,5,3.00E+08,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,28.11,Lo,3,9,14,3,7.00E+06,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,28.11,Hi,1,9,62,2,3.10E+06,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,28.11,Hi,2,9,14,2,7.00E+05,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Lysate,28.11,Hi,3,9,34,3,1.70E+07,NA,NA,NA,NA,NA,I stared diluting lysates such that top row is undiluted lysate on this day,,,,,,,,,,,
20190228,Coculture,cI26,Lo,1,9,178,6,1.78E+09,164,14,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,cI26,Lo,2,9,158,6,1.58E+09,149,9,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,cI26,Lo,3,9,120,6,1.20E+09,95,25,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,cI26,Hi,1,9,36,6,3.60E+08,2,34,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,cI26,Hi,2,9,80,6,8.00E+08,0,80,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,cI26,Hi,3,9,61,6,6.10E+08,58,3,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,28.11,Lo,1,9,1068,5,1.07E+09,1068,0,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,28.11,Lo,2,9,63,5,6.30E+07,1,62,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,28.11,Lo,3,9,147,6,1.47E+09,147,0,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,28.11,Hi,1,9,0,1,0.00E+00,0,0,NA,NA,NA,Limit of detection here was my lowest dilution plated at -1,,,,,,,,,,,
20190228,Coculture,28.11,Hi,2,9,836,2,8.36E+05,836,0,NA,NA,NA,,,,,,,,,,,,
20190228,Coculture,28.11,Hi,3,9,940,2,9.40E+05,940,0,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,cI26,Lo,1,10,37,3,1.85E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,cI26,Lo,2,10,34,2,1.70E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,cI26,Lo,3,10,16,3,8.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,cI26,Hi,1,10,43,4,2.15E+08,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,cI26,Hi,2,10,13,3,6.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,cI26,Hi,3,10,40,3,2.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190301,Lysate,28.11,Lo,1,10,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,28.11,Lo,2,10,44,3,2.20E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,28.11,Lo,3,10,23,3,1.15E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,28.11,Hi,1,10,41,2,2.05E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,28.11,Hi,2,10,22,2,1.10E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Lysate,28.11,Hi,3,10,23,4,1.15E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Lo,1,10,176,6,1.76E+09,176,0,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Lo,2,10,69,6,6.90E+08,48,21,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Lo,3,10,146,6,1.46E+09,143,3,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Hi,1,10,24,6,2.40E+08,11,13,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Hi,2,10,49,6,4.90E+08,0,49,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,cI26,Hi,3,10,153,6,1.53E+09,98,55,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Lo,1,10,141,6,1.41E+09,141,0,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Lo,2,10,1,4,1.00E+05,0,1,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Lo,3,10,143,6,1.43E+09,143,0,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Hi,1,10,38,2,3.80E+04,38,0,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Hi,2,10,5,2,5.00E+03,5,0,NA,NA,NA,,,,,,,,,,,,
20190301,Coculture,28.11,Hi,3,10,2,3,2.00E+04,0,2,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,cI26,Lo,1,11,8,3,4.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,cI26,Lo,2,11,4,4,2.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,cI26,Lo,3,11,4,4,2.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,cI26,Hi,1,11,6,2,3.00E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,cI26,Hi,2,11,11,3,5.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,cI26,Hi,3,11,4,1,2.00E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190303,Lysate,28.11,Lo,1,11,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,28.11,Lo,2,11,12,3,6.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,28.11,Lo,3,11,22,2,1.10E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,28.11,Hi,1,11,3,2,1.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,28.11,Hi,2,11,5,2,2.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Lysate,28.11,Hi,3,11,21,4,1.05E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Lo,1,11,198,6,1.98E+09,195,3,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Lo,2,11,194,6,1.94E+09,186,8,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Lo,3,11,75,6,7.50E+08,70,5,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Hi,1,11,59,6,5.90E+08,57,2,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Hi,2,11,28,6,2.80E+08,24,4,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,cI26,Hi,3,11,148,6,1.48E+09,34,114,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Lo,1,11,123,6,1.23E+09,123,0,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Lo,2,11,156,4,1.56E+07,156,0,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Lo,3,11,113,6,1.13E+09,113,0,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Hi,1,11,107,2,1.07E+05,107,0,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Hi,2,11,148,1,1.48E+04,148,0,NA,NA,NA,,,,,,,,,,,,
20190303,Coculture,28.11,Hi,3,11,64,2,6.40E+04,5,59,NA,NA,NA,,,,,,,,,,,,
20190304,Lysate,cI26,Lo,1,12,16,3,8.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,cI26,Lo,2,12,8,2,4.00E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,cI26,Lo,3,12,6,4,3.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,cI26,Hi,1,12,15,2,7.50E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,cI26,Hi,2,12,24,2,1.20E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,cI26,Hi,3,12,7,2,3.50E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190304,Lysate,28.11,Lo,1,12,0,0,0.00E+00,NA,NA,NA,NA,NA,"Appears phage in this population are extinct, no plaques from 100uL undiluted lysate in infused plate (<10 pfu/mL)",,,,,,,,,,,
20190304,Lysate,28.11,Lo,2,12,17,5,8.50E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190304,Lysate,28.11,Lo,3,12,4,2,2.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190304,Lysate,28.11,Hi,1,12,4,2,2.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190304,Lysate,28.11,Hi,2,12,11,2,5.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190304,Lysate,28.11,Hi,3,12,6,5,3.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Lo,1,12,185,6,1.85E+09,185,0,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Lo,2,12,197,6,1.97E+09,175,22,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Lo,3,12,182,6,1.82E+09,167,15,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Hi,1,12,54,6,5.40E+08,53,1,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Hi,2,12,75,6,7.50E+08,72,3,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,cI26,Hi,3,12,66,6,6.60E+08,50,16,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Lo,1,12,154,6,1.54E+09,154,0,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Lo,2,12,72,5,7.20E+07,72,0,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Lo,3,12,143,6,1.43E+09,143,6,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Hi,1,12,141,1,1.41E+04,141,0,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Hi,2,12,54,2,5.40E+04,54,0,NA,NA,NA,,,,,,,,,,,,
20190304,Coculture,28.11,Hi,3,12,150,3,1.50E+06,150,0,NA,NA,NA,,,,,,,,,,,,
20190305,Lysate,cI26,Lo,1,13,6,3,3.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,cI26,Lo,2,13,11,4,5.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,cI26,Lo,3,13,6,4,3.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,cI26,Hi,1,13,22,3,1.10E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,cI26,Hi,2,13,4,3,2.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,cI26,Hi,3,13,8,3,4.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190305,Lysate,28.11,Lo,1,13,0,0,0.00E+00,NA,NA,NA,NA,NA,Mayyyybe there were a couple plaques at undiluted for this population that I thought should be extinct,,,,,,,,,,,
20190305,Lysate,28.11,Lo,2,13,22,5,1.10E+09,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190305,Lysate,28.11,Lo,3,13,3,2,1.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190305,Lysate,28.11,Hi,1,13,6,3,3.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190305,Lysate,28.11,Hi,2,13,15,2,7.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190305,Lysate,28.11,Hi,3,13,6,5,3.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Lo,1,13,179,6,1.79E+09,179,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Lo,2,13,225,6,2.25E+09,213,12,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Lo,3,13,178,6,1.78E+09,173,5,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Hi,1,13,32,6,3.20E+08,3,29,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Hi,2,13,77,6,7.70E+08,76,1,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,cI26,Hi,3,13,73,6,7.30E+08,52,21,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Lo,1,13,132,6,1.32E+09,132,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Lo,2,13,26,5,2.60E+07,26,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Lo,3,13,142,6,1.42E+09,142,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Hi,1,13,94,2,9.40E+04,94,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Hi,2,13,528,2,5.28E+05,528,0,NA,NA,NA,,,,,,,,,,,,
20190305,Coculture,28.11,Hi,3,13,459,3,4.59E+06,459,0,NA,NA,NA,,,,,,,,,,,,
20190306,Lysate,cI26,Lo,1,14,40,3,2.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,cI26,Lo,2,14,11,4,5.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,cI26,Lo,3,14,7,4,3.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,cI26,Hi,1,14,7,2,3.50E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,cI26,Hi,2,14,8,1,4.00E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,cI26,Hi,3,14,25,2,1.25E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190306,Lysate,28.11,Lo,1,14,6,0,3.00E+03,NA,NA,NA,NA,NA,Whoa! Plaques! It appear phage in this population didn't go extinct!,,,,,,,,,,,
20190306,Lysate,28.11,Lo,2,14,6,5,3.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190306,Lysate,28.11,Lo,3,14,2,1,1.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190306,Lysate,28.11,Hi,1,14,8,1,4.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190306,Lysate,28.11,Hi,2,14,28,2,1.40E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190306,Lysate,28.11,Hi,3,14,32,4,1.60E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190306,Coculture,cI26,Lo,1,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,cI26,Lo,2,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,cI26,Lo,3,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,cI26,Hi,1,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,cI26,Hi,2,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,cI26,Hi,3,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,28.11,Lo,1,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,28.11,Lo,2,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,28.11,Lo,3,14,NA,NA,NA,NA,NA,NA,NA,NA,I must have messed up the dilutions because nothing above -4 dilution plated properly,,,,,,,,,,,
20190306,Coculture,28.11,Hi,1,14,332,2,3.32E+05,332,0,NA,NA,NA,,,,,,,,,,,,
20190306,Coculture,28.11,Hi,2,14,237,2,2.37E+05,237,0,NA,NA,NA,,,,,,,,,,,,
20190306,Coculture,28.11,Hi,3,14,3240,3,3.24E+07,3240,0,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,cI26,Lo,1,15,18,2,9.00E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,cI26,Lo,2,15,20,3,1.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,cI26,Lo,3,15,14,3,7.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,cI26,Hi,1,15,5,1,2.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,cI26,Hi,2,15,36,0,1.80E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,cI26,Hi,3,15,8,1,4.00E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190307,Lysate,28.11,Lo,1,15,5,2,2.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,28.11,Lo,2,15,16,5,8.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,28.11,Lo,3,15,11,2,5.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,28.11,Hi,1,15,13,2,6.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,28.11,Hi,2,15,10,3,5.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Lysate,28.11,Hi,3,15,6,6,3.00E+09,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Lo,1,15,195,6,1.95E+09,195,0,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Lo,2,15,165,6,1.65E+09,157,8,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Lo,3,15,198,6,1.98E+09,185,13,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Hi,1,15,112,6,1.12E+09,15,97,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Hi,2,15,128,6,1.28E+09,123,5,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,cI26,Hi,3,15,201,6,2.01E+09,153,48,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,28.11,Lo,1,15,127,6,1.27E+09,127,0,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,28.11,Lo,2,15,11,6,1.10E+08,11,0,NA,NA,NA,There are a few really small colonies that didn't even show up until much more incubation. Incubated ~30 hrs for appearance of small colonies,,,,,,,,,,,
20190307,Coculture,28.11,Lo,3,15,146,6,1.46E+09,146,0,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,28.11,Hi,1,15,1,2,1.00E+03,1,0,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,28.11,Hi,2,15,157,2,1.57E+05,157,0,NA,NA,NA,,,,,,,,,,,,
20190307,Coculture,28.11,Hi,3,15,431,4,4.31E+07,431,0,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,cI26,Lo,1,16,22,2,1.10E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,cI26,Lo,2,16,6,4,3.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,cI26,Lo,3,16,9,4,4.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,cI26,Hi,1,16,3,3,1.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,cI26,Hi,2,16,3,1,1.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,cI26,Hi,3,16,7,1,3.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190308,Lysate,28.11,Lo,1,16,24,4,1.20E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,28.11,Lo,2,16,18,4,9.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,28.11,Lo,3,16,12,4,6.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,28.11,Hi,1,16,17,2,8.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,28.11,Hi,2,16,6,4,3.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Lysate,28.11,Hi,3,16,17,5,8.50E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Lo,1,16,143,6,1.43E+09,143,0,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Lo,2,16,173,6,1.73E+09,164,9,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Lo,3,16,199,6,1.99E+09,167,32,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Hi,1,16,148,6,1.48E+09,129,19,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Hi,2,16,149,6,1.49E+09,141,8,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,cI26,Hi,3,16,137,6,1.37E+09,98,39,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,28.11,Lo,1,16,111,6,1.11E+09,111,0,NA,NA,NA,"Mann+ or - shouldn't be used from any of the 28.11 populations, especially this one 28.11 Lo 1 because its difficult to discern by colony color (and goes back and forth) ",,,,,,,,,,,
20190308,Coculture,28.11,Lo,2,16,37,5,3.70E+07,0,37,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,28.11,Lo,3,16,117,6,1.17E+09,0,117,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,28.11,Hi,1,16,4,2,4.00E+03,4,0,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,28.11,Hi,2,16,54,2,5.40E+04,0,54,NA,NA,NA,,,,,,,,,,,,
20190308,Coculture,28.11,Hi,3,16,106,5,1.06E+08,0,106,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,cI26,Lo,1,17,31,2,1.55E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190309,Lysate,cI26,Lo,2,17,9,3,4.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190309,Lysate,cI26,Lo,3,17,32,3,1.60E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190309,Lysate,cI26,Hi,1,17,6,3,3.00E+06,NA,NA,4,1,20000,Wooo definitely appearance of OmpF+ plaques on 19A plate,,,,,,,,,,,
20190309,Lysate,cI26,Hi,2,17,11,3,5.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190309,Lysate,cI26,Hi,3,17,12,1,6.00E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190309,Lysate,28.11,Lo,1,17,24,4,1.20E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,28.11,Lo,2,17,3,4,1.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,28.11,Lo,3,17,12,5,6.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,28.11,Hi,1,17,9,3,4.50E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,28.11,Hi,2,17,3,4,1.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Lysate,28.11,Hi,3,17,14,4,7.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Lo,1,17,189,6,1.89E+09,178,11,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Lo,2,17,128,6,1.28E+09,118,10,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Lo,3,17,126,6,1.26E+09,110,16,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Hi,1,17,64,6,6.40E+08,52,12,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Hi,2,17,188,6,1.88E+09,179,9,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,cI26,Hi,3,17,125,6,1.25E+09,95,30,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Lo,1,17,85,6,8.50E+08,0,85,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Lo,2,17,98,5,9.80E+07,0,98,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Lo,3,17,61,6,6.10E+08,0,61,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Hi,1,17,2,1,2.00E+02,2,0,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Hi,2,17,114,2,1.14E+05,114,0,NA,NA,NA,,,,,,,,,,,,
20190309,Coculture,28.11,Hi,3,17,356,5,3.56E+08,356,0,NA,NA,NA,,,,,,,,,,,,
20190311,Lysate,cI26,Lo,1,18,2,4,1.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190311,Lysate,cI26,Lo,2,18,6,2,3.00E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190311,Lysate,cI26,Lo,3,18,3,3,1.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190311,Lysate,cI26,Hi,1,18,11,2,5.50E+05,NA,NA,3,1,15000,,,,,,,,,,,,
20190311,Lysate,cI26,Hi,2,18,5,1,2.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190311,Lysate,cI26,Hi,3,18,9,1,4.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190311,Lysate,28.11,Lo,1,18,4,3,2.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190311,Lysate,28.11,Lo,2,18,16,2,8.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
